Website;Article_URL;Headline;Month/Year;Category/Query;Label_Website;Image_URL;Claim;Corrected_Claim/Context/Explanation_Website;Text_Only_Claim?;Normal_Image?;AI_Generated_Image?;Altered_Image?
Reuters;https://www.reuters.com/fact-check/ai-image-puts-trump-netanyahu-musk-one-room-2025-02-14/;Fact Check: Fake image puts Trump, Netanyahu and Musk in one room;02/2025;"""Gaza Fact Check""";FALSE;https://pbs.twimg.com/media/Gi4oLqlWcAEn4r0?format=jpg&name=large;“I love this picture of the big 3,” says the https://perma.cc/MQ6D-LG95 of one of the social media posts sharing the image alongside emojis of the Israeli and U.S. flags.;An image purporting to show President Donald Trump, Israeli Prime Minister Benjamin Netanyahu and billionaire Elon Musk posing together has been online since last year and was likely created by AI, experts say, contrary to social media posts sharing it as an authentic scene during Netanyahu’s February 2025 official visit to the U.S.;No;No;Yes;No
Reuters;https://www.reuters.com/fact-check/no-evidence-us-spent-50-million-condoms-gaza-2025-01-30/;Fact Check: No evidence US spent $50 million on condoms for Gaza;01/2025;"""Gaza Fact Check""";NO EVIDENCE;;https://perma.cc/TJ68-CFNC sharing a clip of Leavitt’s remarks said: “WILD: Karoline Leavitt EXPOSED that $50 MILLION in U.S. taxpayer money almost went to fund CONDOMS in Gaza before DOGE cut it.”;Statements from the Trump administration saying it discovered a plan to send $50 million to fund condoms in Gaza have been denied by the humanitarian group named as the recipient and by a former U.S. official.;Yes;No;No;No
Reuters;https://www.reuters.com/fact-check/us-unrwa-funding-already-halted-2024-not-by-trump-2025-order-2025-01-28/;Fact Check: US UNRWA funding already halted in 2024, not by Trump 2025 order;01/25;"""Gaza Fact Check""";MISLEADING;;Trump halts all funding to UNRWA;"But U.S. funding to UNRWA was already frozen, having been so since 2024.Former U.S. President Joe Biden, along with more than a dozen countries, https://www.reuters.com/world/us-pause-funding-un-relief-agency-palestinians-may-become-permanent-2024-03-13/ the agency in January 2024 after Israel https://www.reuters.com/world/middle-east/review-says-unrwa-has-robust-neutrality-steps-issues-persist-2024-04-22/ of participating in the deadly Hamas attack on Israel on Oct. 7, 2023, which triggered the Gaza war.

VERDICTMisleading. U.S. funding to UNRWA was already suspended in 2024 following accusations against some of its staff by Israel.";Yes;No;No;No
Reuters;https://www.reuters.com/fact-check/mike-tyson-did-not-pose-with-palestinian-flag-ahead-jake-paul-bout-2024-12-02/;Fact Check: Mike Tyson did not pose with Palestinian flag ahead of Jake Paul bout;12/24;"""Gaza Fact Check""";FALSE;https://scontent-ham3-1.xx.fbcdn.net/v/t39.30808-6/489387455_1113894850752436_9133732093621443899_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=833d8c&_nc_ohc=akeqY0MRtMEQ7kNvwFMHjN2&_nc_oc=AdmbhqYJvm1t9KmVbRykgmLYwIxEGZRrF8EIFDXj7XFAs6BwdF6uRgM2HCL8MDgvqEk&_nc_zt=23&_nc_ht=scontent-ham3-1.xx&_nc_gid=_vtybaiWyTmaFJ_sZo798A&oh=00_AfHTrfds3gt3X1_NNnEoxA7ruvacNkynEk76Q3yV7PAi0w&oe=67FEB171;"Social media https://perma.cc/HGQ7-TCML featured a photo of the 58-year-old former heavyweight champion, purportedly in the ring for his Nov. 15 fight with Jake Paul, wearing the Palestinian flag draped on his shoulders and captioned: ""Mike Tyson poses with the Palestinian flag before his historic fight.""";"However, a spokesperson for Tyson said in an email that the posts suggesting Tyson displayed a Palestinian flag before the Nov. 15 fight at AT&T Stadium in Arlington, Texas fight were false.
Reuters reviewed the live stream of the Netflix-hosted event and found no images of Tyson displaying the flag.
A Netflix spokesperson also said the images are fake, and declined to comment further.
Among the signs the image was probably AI-generated are the changed position of Tyson’s face tattoo, incoherent text on the shorts and the missing chest tattoo, deepfake experts Siwei Lyu at the State University of New York at Buffalo and Shahroz Tariq at the Commonwealth Scientific and Industrial Research Organisation told Reuters.";No;No;Yes;No
Reuters;https://www.reuters.com/fact-check/guardian-headline-gaza-becoming-city-rivalling-bradford-is-fake-2024-11-27/;"Fact Check: Guardian headline on Gaza becoming a city rivalling Bradford is fake 
";11/24;"""Gaza Fact Check""";FALSE;;https://perma.cc/2YQV-6BV3 the screenshot mimics the layout and style of an opinion column in The Guardian newspaper. The headline reads: “Gaza will rise from the ashes to become a city of the future to rival Bradford.”;"A spokesperson for The Guardian said in an email to Reuters that neither the article nor the headline was ever published by the newspaper.
Begum’s spokesperson said in a separate email that the screenshot is not authentic “but a false slur”.
No such headline could be found on The Guardian’s website, opens new tab and a list of contributors, opens new tab on The Guardian’s website does not feature Begum’s name.";Yes;No;No;No
Reuters;https://www.reuters.com/fact-check/unrwa-added-black-ribbon-its-logo-2023-not-after-sinwars-death-2024-10-24/;Fact Check: UNRWA added black ribbon to its logo in 2023, not after Sinwar’s death;10/24;"""Gaza Fact Check""";MISLEADING;https://pbs.twimg.com/media/GaIg1KHXUAA4Pl9?format=jpg&name=medium;"Social media accounts https://www.facebook.com/seanrinva/posts/pfbid02GgBbXencY1rKRdmCXxi88hcmjDxhEZRLwxhVmFfU1kXffLmYj68Nre2hoFM9vLJ4l a photo of the United Nations Relief and Works Agency for Palestinian Refugees (UNRWA) logo with the https://x.com/persianjewess/status/1847074904283238543 on Oct. 18, 2024.

UNRWA has placed a black band over its profile photo in mourning for the death of the “Butcher of Khan Younis” Yahya Sinwar.

They’re not even trying to hide their affiliation with Hamas anymore.";Misleading. The black ribbon on the UNRWA logo predates Sinwar's death. It was added to the profile picture in October 2023 in solidarity with the relief agency's workers killed in Gaza.;No;Yes;No;No
Reuters;https://www.reuters.com/fact-check/fabricated-report-says-starmer-announced-uk-israel-boycott-2024-10-14/;Fact Check: Fabricated report says Starmer announced UK Israel boycott;10/24;"""Gaza Fact Check""";FALSE;;Social media accounts https://twitter.com/naziakhan455/status/1842977967586357344 https://www.facebook.com/prince.a.kashim/posts/pfbid02GCetMsoPo4ZMzE33SusgkCKFj1sSobRm24MQdSRMqc7NqatxW5fRStEU7m7VMbfhl on Oct. 6: “BREAKING NEWS UK PM… keir Starmer says that UK will boycott all diplomatic relations with Israel due to its long lasting war in Gaza.”;"There were no credible reports of Starmer saying the UK would cease relations with Israel by Oct. 14.

VERDICTFalse. Starmer has expressed commitment to Israel’s security and there are no credible reports he said the UK would cease relations as of Oct. 14.";Yes;No;No;No
Reuters;https://www.reuters.com/fact-check/jd-vances-x-profile-did-not-display-pro-israel-message-2024-07-24/;Fact Check: J.D. Vance’s X profile did not display pro-Israel message;07/24;"""Gaza Fact Check""";ALTERED;https://scontent-ham3-1.xx.fbcdn.net/v/t39.30808-6/475830298_122164305134317232_9138091936023554193_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=833d8c&_nc_ohc=nODI1AFQL7IQ7kNvwEl2wrY&_nc_oc=AdmwLrc8NlSpH-QOxXRQRbVa6_L5GH17WQS-RjzxU7QB23sqmrL8OMyGAVg01lHjTIA&_nc_zt=23&_nc_ht=scontent-ham3-1.xx&_nc_gid=saVwlFwoX7WMfxV7SuSj_Q&oh=00_AfGxNriRiEW-yHP_4IUQySf6NfEsioWGkHDhQJgI1PKOIQ&oe=67FED7CB;A https://archive.org/details/factcheck-usa-vance-israel sharing the fabricated screenshot added the comment, “ANOTHER AMERICA LAST Politician” and quoted the original X post’s remark: “They don't even hide it. Vance has already updated his profile to align with his objectives.”;"That remark and the fake screenshot were originally shared by a satirical account called “Decentralise Party,” whose https://archive.org/details/factcheck-usa-vance-israel_202407 states: “Satirical political party aiming to develop a parallel economy by rejecting the social contract. Some satirical articles and posts about conspiracy theories.”

Altered. A screenshot of Vance’s X profile was altered to include a pro-Israel cover photo and bio.";No;No;No;Yes
Reuters;https://www.reuters.com/fact-check/photo-shows-paris-protesters-2014-not-after-2024-election-2024-07-05/;Fact Check: Photo shows Paris protesters in 2014, not after 2024 election;07/24;"""Gaza Fact Check""";MISCAPTIONED;https://pbs.twimg.com/media/GRZQrraWcAAaBg4?format=jpg&name=medium, https://scontent-ham3-1.xx.fbcdn.net/v/t39.30808-6/484626820_2103198606778503_2990328359041098794_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=127cfc&_nc_ohc=av12Nm1FUkAQ7kNvwFIxdP4&_nc_oc=Adl2CIKrMJVsgBVQwuVjeQ2JmCjwJek4Kb3rrvQj1JCjkZMOr4suGLcgW7c063ZuLdM&_nc_zt=23&_nc_ht=scontent-ham3-1.xx&_nc_gid=I4eiD9bZ6NTP_9n6yxig3A&oh=00_AfEzIsOAzAGmi-8Visyx0OInpZZIhpRmRrVcyG3BTeJxWA&oe=67FEB6D6;The photograph was https://archive.org/details/factcheck-usafrance-riots in July 2024 with the text: “This is a picture of the ‘French’ Left who is rioting against Le Pen’s victory in France. What do you notice?” The photograph shows multiple men who have gathered, some wearing https://www.reuters.com/world/middle-east/palestinian-keffiyeh-scarves-controversial-symbol-solidarity-2023-12-14/, and a swastika on a wall.;"A photo showing pro-Palestinian protesters in 2014 next to a swastika symbol at the Place de la Republique in Paris, France, has been misrepresented online as showing rioting following the first round of French parliamentary elections in 2024.

Miscaptioned. Photo shows a pro-Palestinian protest in 2014, not electoral protests in 2024.";No;Yes;No;No
Reuters;https://www.reuters.com/fact-check/world-jewish-congress-did-not-amend-antisemitism-definition-2025-03-26/;Fact Check: World Jewish Congress did not amend antisemitism definition;03/25;"""Israel Fact Check""";FALSE;;"The World Jewish Congress (WJC) has amended the International Holocaust Remembrance Alliance (IHRA) working definition of antisemitism to include; “Conflating the assassination of JFK to jews/israel.” It is now antisemitic to say Israel shot JFK.

“Amendment to the IHRA working definition of antisemitism to include: Conflating the assassination of JFK with Jews and/or Israel.”";The World Jewish Congress (WJC) did not amend an international definition of antisemitism to include reference to the assassination of former U.S. President John F. Kennedy, contrary to a fabricated screenshot of the WJC’s website shared online.;Yes;No;No;No
Reuters;https://www.reuters.com/fact-check/headline-hamas-protecting-bibas-family-is-fake-not-bbc-2025-02-28/;Fact Check: Headline on Hamas 'protecting' Bibas family is fake, not BBC;02/25;"""Israel Fact Check""";FALSE;https://scontent-ham3-1.xx.fbcdn.net/v/t39.30808-6/480971669_1528273271421242_4695211079373149931_n.jpg?stp=dst-jpg_s1080x2048_tt6&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=rMEwM2hqslQQ7kNvwECk1mN&_nc_oc=AdmUO756vnFAq2D-IjfuzsMkGB6_O217DrchwOx1xl2QqfPecnUrpcHr8D3-Im4Tbyo&_nc_zt=23&_nc_ht=scontent-ham3-1.xx&_nc_gid=vPLOywQr760s5pOBmLSUXg&oh=00_AfGe7wS57dJaV7EVIhlEQJsCch-vCDrxrhkCSqygDY2ivg&oe=67FED8C1;In mid-February, https://perma.cc/Y5P7-EFE6 using BBC News branding and mimicking a screenshot of a headline on the mobile version of the BBC website was shared on social media. The headline reads: “Hamas just wanted to protect the Bibas family but Israel killed them - Hamas said.”;"A BBC spokesperson said in an email that the screenshot does not show a genuine headline published by the outlet.No such headline can be found on the https://www.bbc.com/.
VERDICTFalse. The headline suggesting Hamas “just wanted to protect” the Bibas family was not published by the BBC.";No;No;No;Yes
Reuters;https://www.reuters.com/fact-check/image-bono-bob-geldof-holding-israeli-flag-is-ai-generated-2024-12-24/;Fact Check: Image of Bono and Bob Geldof holding Israeli flag is AI-generated;12/24;"""Israel Fact Check""";SYNTHETIC MEDIA;https://pbs.twimg.com/media/Ge8Xz_DW4AAARNm?format=jpg&name=4096x4096;"The image was https://perma.cc/HA9T-MW69 on Dec. 17 with the caption: “Make songs about fighting against apartheid.. then openly support apartheid.” It refers to Geldof and Bono’s https://www.washingtonpost.com/archive/lifestyle/1985/10/16/musical-protest-to-apartheid/3071f7c3-036c-4b35-8e46-9962266e323b/ with numerous other artists in the 1980s https://faroutmagazine.co.uk/every-artist-broke-cultural-boycott-of-apartheid/ calling out apartheid in South Africa.

The image was https://perma.cc/A55Y-PT49 on X by an account called Dr Harold News with the caption: “BREAKING: Bono and Bob Geldof stage two-man vigil outside Israeli Embassy in Dublin.”";"An image made with artificial intelligence showing Irish musicians Bono and Bob Geldof holding the Israeli flag has been shared online as authentic.

Dr Harold News said in a Facebook message to Reuters that the image was created using Grok AI.";No;No;Yes;No
Reuters;https://www.reuters.com/fact-check/false-rumor-said-israeli-air-force-chief-killed-after-hezbollah-truce-2024-12-05/;Fact Check: False rumor said Israeli Air Force chief killed after Hezbollah-truce announcement;12/24;"""Israel Fact Check""";FALSE;;One of the social media https://perma.cc/6SK2-GA6K sharing the false narrative on Nov. 28 reads: “Best news of the week. Commander of the Israeli Air Force, Major General Tomer Bar has been killed by Hеzbollаh in Tel Aviv. Israel doesn't want you to know about this.”;"A false rumor that Israeli Air Force chief Tomer Bar was killed by Hezbollah in a Nov. 18 drone attack on his residence was shared on social media after Israel and Hezbollah accepted a ceasefire agreement brokered by the U.S. and France on Nov. 26.
There is no evidence of Bar’s death on the 18th, however, and he has since appeared in visuals at an Israel Defense Forces (IDF) graduation ceremony on Nov. 27 and alongside Israeli Defense Minister Israel Katz in a Dec. 4 visit to an air force base in central Israel.

VERDICTFalse. Israeli Air Force chief Tomer Bar was not killed in the days after a truce between Israel and Hezbollah was announced on Nov. 26.";Yes;No;No;No
Reuters;https://www.reuters.com/fact-check/jewish-americans-not-charged-alleged-iran-linked-assassination-plot-2024-11-12/;Fact Check: Jewish Americans not charged in alleged Iran-linked assassination plot;11/24;"""Israel Fact Check""";FALSE;;A Nov. 9 https://perma.cc/2LWC-BLUQ said: “That ‘Iranian assassination plot’ was orchestrated by two Jewish Americans. Again, Israel wants war with Iran but wants American money to fund it and American servicemen to fight it.”;"A TV news report saying two Jewish Americans and an Iranian activist were also targets in an alleged plot by Iran to assassinate then presidential candidate Donald Trump has been shared online with false captions saying instead that two Jewish Americans were charged in the conspiracy.

However, the post contained a screenshot of an https://abc7ny.com/3-charged-iran-linked-plot-assassinate-donald-trump-sources-abc-news/15527333/ on the website of local ABC News affiliate ABC7 Eyewitness News about the charges, which said two Jewish Americans were among the targets of the plot, not that they were part of it.";Yes;No;No;No
Reuters;https://www.reuters.com/fact-check/image-shows-2021-tehran-refinery-explosion-not-2024-airstrikes-2024-10-31/;Fact Check: Image shows 2021 Tehran refinery explosion, not 2024 airstrikes;10/24;"""Israel Fact Check""";MISCAPTIONED;https://c12mediaforum.afp.com/CacheServer/Cache.svc/g?hid=3CD0079965D664F71ACCB09651E25BDC4150538783EBD5AD9A5306A6BA9BF4C4;An image showing fire and billowing smoke at a Tehran refinery in 2021 has been falsely described online as depicting a bombing in Iran’s capital in October 2024.“Tehran bombing,” an Instagram https://www.instagram.com/reel/DBkMZs6Cntw/?utm_source=ig_embed&utm_campaign=loading captioned the image on Oct. 26, using the hashtags: “tehran #iran #iranian #israel.”;VERDICTMiscaptioned. The image dates to June 2021 and shows smoke from a refinery fire in Tehran, not a bombing in the city.;No;Yes;No;No
Reuters;https://www.reuters.com/fact-check/image-does-not-show-hezbollah-leader-nasrallahs-damaged-ring-2024-10-03/;Fact Check: Image does not show Hezbollah leader Nasrallah’s damaged ring;10/24;"""Israel Fact Check""";MISCAPTIONED;https://pbs.twimg.com/media/GDGJ83DWEAApIQp?format=jpg&name=large;"After Nasrallah’s death, an image showing a damaged ring, a fragment of another piece of jewelry and a small piece of paper was https://archive.org/details/factcheck-lebanon-nasrallah-ring.

Another post said, “The New York Times: Hezbollah members found the body of military commander Ali Karaki next to Nasrallah's body. Image: Remains of Nasrallah’s ring were found.”";"An image of a damaged ring first shared in January and described as showing remains from an attack that killed a militant leader in Iraq has been falsely captioned online as a ring belonging to Hezbollah leader Sayyed Hassan Nasrallah, who was killed in Lebanon in September.

However, the same image was https://archive.org/details/factcheck-lebanon-nasrallah-ring_202410 described as “what remains” of Abu Taqwa, a militant leader in Iraq.

VERDICT
Miscaptioned. The image of a damaged ring predates the September 2024 airstrike that killed Hezbollah leader Sayyed Hassan Nasrallah.";No;Yes;No;No
Reuters;https://www.reuters.com/fact-check/israels-defence-minister-was-not-killed-iran-attack-contrary-social-media-claims-2024-10-02/;Fact Check: Israel’s defence minister was not killed in Iran attack, contrary to social media claims;10/24;"""Israel Fact Check""";FALSE;;Tehran https://www.reuters.com/world/middle-east/israeli-military-has-begun-limited-raids-against-hezbollah-targets-border-area-2024-09-30/ at the country after https://www.reuters.com/world/middle-east/iran-says-it-has-finished-attack-israel-amid-fears-spreading-conflict-2024-10-02/ against the Iran-backed armed movement Hezbollah in Lebanon in recent weeks.https://archive.org/details/20241002_20241002_1313 claimed Gallant, https://www.reuters.com/world/middle-east/key-facts-about-israel-defence-minister-yoav-gallant-2024-05-20/ and a member of Prime Minister Benjamin Netanyahu’s war cabinet, was killed in the barrage.;"However, a spokesperson for Gallant said in an email to Reuters that the claims were untrue.

VERDICTFalse. A spokesperson for Israel’s defence minister said that claims Yoav Gallant had been killed in Iran’s missile attacks on Oct. 1, 2024, were untrue.";Yes;No;No;No
Reuters;https://www.reuters.com/fact-check/image-does-not-show-majdal-shams-attack-victim-2024-08-07/;"Fact Check: Image does not show Majdal Shams attack victim
";08/24;"""Israel Fact Check""";MISCAPTIONED;https://pbs.twimg.com/media/GTiPC62aYAA6xqc?format=jpg&name=medium;The youngest victim of the Hezbollah rocket that murdered 12 children playing soccer in Israel today. (Posted on Jul 28, 2024);"A photograph showing an American child was falsely shared as an image of one of the victims of an airstrike on a football field in the Golan Heights.

However, the photograph does not show a victim of the July 27 attack.The photograph was https://archive.org/details/factcheck-israel-victim-misidentified_202408 on May 10, 2023, by a U.S.-based user, Rachel Ghirarda. Other posts from the account indicate that the photograph shows her daughter, Julia.Ghirarda addressed her daughter being misidentified as one of the victims in a https://archive.org/details/factcheck-israel-victim-misidentified_20240802_1423.

Miscaptioned. The image does not show a child who was killed in the July 27 attack on a football field in Majdal Shams, Golan Heights.";No;Yes;No;No
Reuters;https://www.reuters.com/fact-check/photo-damaged-building-predates-killing-hamas-chief-ismail-haniyeh-2024-08-06/;Fact Check: Photo of damaged building predates killing of Hamas chief Ismail Haniyeh;08/24;"""Israel Fact Check""";MISCAPTIONED;https://scontent-ham3-1.xx.fbcdn.net/v/t39.30808-6/480134043_1419724775667465_2961258567058562346_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=833d8c&_nc_ohc=59jl2uzkg1wQ7kNvwGHmz6A&_nc_oc=AdkSqWEJzdHQG0Zgf01KYkbRH0KlvCdGsGQbOQ5YVNLtEwPOmDyFjdMWnbU-rw99oEY&_nc_zt=23&_nc_ht=scontent-ham3-1.xx&_nc_gid=xtDkTPCLjW6YZYPSEckucQ&oh=00_AfFm-QOa08Y8kiXbybOwlGSQw7Ekoqg_ZyEyIu_sfqrXzQ&oe=67FEE421, https://scontent-ham3-1.xx.fbcdn.net/v/t39.30808-6/453304238_7895800453789013_3027381845331506737_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=833d8c&_nc_ohc=l_K4WIcp2ksQ7kNvwFrHPsc&_nc_oc=Adky6yI2YHYeFuHaumHD-a3wQVHyhd5At0Sg3SUaOPJJzE6r-ph5UXdRqd2XqY6HFYo&_nc_zt=23&_nc_ht=scontent-ham3-1.xx&_nc_gid=_bRhnMlRuQXiOIkNtAdI5A&oh=00_AfF4Iuc1gH2Eq7GUsUjXWP2N041MOSL9rtltYcd9bWj1ZQ&oe=67FED35D;The caption of one of the posts sharing the photo  https://archive.org/details/damaged-building_202408 , in part: “This is how a precision strike looks like: a single missile through the window, and only Haniyeh and his bodyguard are dead. Nobody else in the building is even injured.”;"A photo showing a multi-story building with a damaged window was published in 2022 and does not show the site of the July 31 assassination of Hamas leader Ismail Haniyeh, contrary to posts on social media.


The image was shared online after  https://www.reuters.com/world/middle-east/hamas-chief-ismail-haniyeh-killed-iran-hamas-says-statement-2024-07-31/ in the Iranian capital Tehran early on Wednesday, hours after he attended a swearing-in ceremony for Iran’s new president. Iran and Hamas have https://www.reuters.com/world/middle-east/iran-says-hamas-leader-haniyeh-was-killed-by-short-range-projectile-2024-08-03/ Israel of launching the strike that killed Haniyeh.The photo was published online two years before the killing of Haniyeh, however.

Reuters has not independently verified the original source or location of the image. However, it was described by  https://archive.org/details/damaged-building_20240802_0421 as showing the house where al Qaeda leader Ayman al-Zawahiri was killed in Kabul, Afghanistan, in 2022.Al-Zawahiri, who helped coordinate the Sept. 11, 2001, attacks on the U.S., was killed by two  https://www.whitehouse.gov/briefing-room/press-briefings/2022/08/01/background-press-call-by-a-senior-administration-official-on-a-u-s-counterterrorism-operation/ while standing on a balcony at his home in downtown Kabul, according to U.S. officials https://www.reuters.com/world/cia-carried-out-drone-strike-afghanistan-us-officials-say-2022-08-01/ by Reuters.

VERDICTMiscaptioned. A photo showing a damaged building predates the assassination of Hamas leader Ismail Haniyeh.";No;Yes;No;No
Reuters;https://www.reuters.com/fact-check/image-does-not-show-chinas-2024-olympic-outfit-inspired-by-palestinian-flag-2024-07-30/;Fact Check: Image does not show China's 2024 Olympic outfit inspired by Palestinian flag;07/24;"""Israel Fact Check""";MISCAPTIONED;https://scontent-ham3-1.xx.fbcdn.net/v/t39.30808-6/452050847_10159793580437204_808697575281651610_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=833d8c&_nc_ohc=50ke2E0KTBsQ7kNvwGQ151w&_nc_oc=Adm_1eVpi1BZ1uivW1XdcWk3aq_KDluJEQr9KgrYNGVEy9-HCVh7Ys7iq8HIpur6iJg&_nc_zt=23&_nc_ht=scontent-ham3-1.xx&_nc_gid=Wic0OSJveebnJDsRADbU7A&oh=00_AfGy3TQPXo5mxfW_vDjC9F0wCK45r3Y3kBb6t1zStnRgCg&oe=67FEDE3A;https://archive.org/details/factcheck-chinaolympics-outfit shared the image of a model wearing a green-and-black outfit and holding a bow and arrow with red fabric unfurling behind her from the bow. The posts misrepresented the image with captions such as “China has chosen a design of the Palestinian flag for the Paris 2024 Olympics.”;VERDICTMiscaptioned. The image shows a model posing for the September 2023 edition of Vogue China magazine and not a Chinese Olympic team outfit inspired by the Palestinian flag;No;Yes;No;No
Snopes;https://www.snopes.com/fact-check/ice-arrested-deported-mahmoud-khalil/;Yes, ICE arrested Palestinian activist Mahmoud Khalil, a lawful permanent resident of US;03/25;"""Gaza""";TRUE;;In March 2025, U.S. Immigration and Customs Enforcement (ICE) agents arrested and detained Palestinian activist Mahmoud Khalil, a lawful permanent resident of the U.S.;;Yes;No;No;No
Snopes;https://www.snopes.com/fact-check/trump-hell-israel-hostages/;Trump Said 'All Hell Will Break Out' If Israeli Hostages Aren't Returned By Inauguration;01/25;"""Gaza""";Correct Attribution;;"U.S. President-elect Donald Trump said that if Israeli hostages held by Hamas ""are not back by the time I get into office, all hell will break out in the Middle East.”";;Yes;No;No;No
Snopes;https://www.snopes.com/fact-check/anthony-bourdain-palestine/;Misleading Posts Attribute 'Courage Is Made in Palestine' Quote to Anthony Bourdain;12/24;"""Gaza""";Incorrect Attribution;;"Anthony Bourdain once said, ""Today, nearly everything is made in China. Except for courage. Courage is made in Palestine.”";"Context
Prior to his death in June 2018, there's no record of Bourdain ever making this exact statement. However, he did talk publicly about Israel and Gaza, including comments specifically about Palestinians.

While it's entirely possible that Bourdain might have agreed with the message, we have so far been unable to find any credible record of him making that exact statement.";Yes;No;No;No
Snopes;https://www.snopes.com/fact-check/biden-war-palestine-book/;Real Picture of Biden Carrying Rashid Khalidi's Book 'The Hundred Years' War on Palestine'?;12/24;"""Gaza""";TRUE;https://mediaproxy.snopes.com/width/1200/https://media.snopes.com/2024/12/biden_book_2.jpg;"A photograph authentically shows U.S. President Joe Biden exiting a Nantucket bookstore holding a copy of writer Rashid Khalidi's book, ""The Hundred Years' War on Palestine: A History of Settler Colonialism and Resistance, 1917–2017.""


In late November 2024, a https://www.tiktok.com/@metrouk/video/7442997295823473953 of U.S. President Joe Biden went viral, in which he appeared to be exiting a bookstore holding a book by writer Rashid Khalidi called ""The Hundred Years' War on Palestine: A History of Settler Colonialism and Resistance, 1917–2017.""


The above image is real, and does show Biden holding the book in question while leaving the Nantucket Bookworks store in Massachusetts. The photograph was taken Nov. 29, 2024, when numerous photos of Biden were taken during the Thanksgiving holiday weekend. As such, we rate this claim as true.";;No;Yes;No;No
Snopes;https://www.snopes.com/fact-check/israel-greta-thunberg-sign/;Greta Thunberg Was Photographed Holding 'F*** Israel' Sign?;11/24;"""Gaza""";FAKE;"Altered photo: https://mediaproxy.snopes.com/width/1200/https://media.snopes.com/2024/11/greta_isreal_sign_featured.png; Original photo: https://pbs.twimg.com/media/F84qu2lXkAAISOM?format=jpg&name=medium";"A photograph shared to social media in November 2024 authentically showed Greta Thunberg holding a sign reading, ""F*** Israel.”";"They were correct. The image was a cropped and manipulated version of a real photo of Thunberg holding a sign reading, ""Stand With Gaza."" We have labeled the in-question image fake.";No;No;No;Yes
Snopes;https://www.snopes.com/fact-check/u2-bob-geldof-israeli-army/;U2 and Bob Geldof Doing Multi-Stadium Tour to Support Israeli Army?;11/24;"""Gaza""";Originated as Satire;;In November 2024, rock band U2 and singer Bob Geldof announced a multi-stadium tour to aid the Israeli army.;"There is no evidence that U2 and Geldof have planned or announced a multi-stadium tour to support the IDF. The unfounded claim originated from a social media account that was satirical in nature.
However, a number of posts https://x.com/CounsellingSam/status/1853815931366989919 the claim, assuming it to be real, and calling for a boycott of U2 and Geldof. One post https://x.com/CounsellingSam/status/1853815931366989919, ""Boycott Zionist rock stars like Bob Geldof, Nick Cave & The Bad Seeds, Radiohead, and U2. They're all shite these days, anyway.""
The claim first appeared on Nov. 4, 2024, on an X account titled, ""The Real Irish Times."" The account bio https://x.com/WillMcC06903346: ""Political Satire & Parody. Exposing the hypocrisy of the Irish media and those in positions of power & influence.""";Yes;No;No;No
Snopes;https://www.snopes.com/fact-check/jetblue-map-israel-palestine/;JetBlue's In-Flight Map Showed 'Palestinian Territories' Label Over Israel?;09/24;"""Gaza""";TRUE;https://mediaproxy.snopes.com/width/1200/https://media.snopes.com/2024/09/jetblue_inflight_map_1.png;"On JetBlue Airlines' in-flight mapping system, Israel's borders were inaccurate and the area was shown under the label ""Palestinian Territories.”

In early September 2024, https://web.archive.org/web/20240905015225/https://www.jpost.com/diaspora/article-818656 https://web.archive.org/web/20240911171736/https://www.ynetnews.com/travel/article/bjgp0065hc that JetBlue Airlines had displayed an inaccurate in-flight map that gave the false impression much of Israel was part of the ""Palestinian Territories."" An Israeli news outlet interviewed the passenger who first noticed the issue and published a photo of the JetBlue map showing the name ""Palestinian Territories"" over a large section of Israel. Following this report, https://www.instagram.com/community.news/reel/C_hK8MLJGz-/https://www.instagram.com/let_my_people_know/p/C_hDKHqpDDM/?hl=en accounts amplified the news of the map mishap, sparking backlash against the airline.


The reports of the mislabeled in-flight map were true, and as a result of the viral nature of the claim, JetBlue issued a public apology.";;No;Yes;No;No
Snopes;https://www.snopes.com/fact-check/trump-netanyahu-ceasefire-harris/;Trump Denies Telling Netanyahu to Stop Gaza Ceasefire Deal As It Would Help Harris Campaign;08/24;"""Gaza""";UNPROVEN;;In a phone call with Benjamin Netanyahu, Donald Trump told the Israeli prime minister to stop a Gaza ceasefire deal because it would help Vice President Kamala Harris' 2024 presidential campaign.;"In statements to Snopes, Trump's office denied that such a phone call even took place, while Netanyahu's team said the story was not true. Woodruff also corrected herself in the aftermath, and said her comments were a ""mistake.""

There was also no independent verification about the topics discussed on the purported phone call, as reported by Axios, who added an editor's note to their article, which read: ""This story has been updated to reflect that Netanyahu's office denied a phone call took place on Wednesday between the Israeli prime minister and former President Trump.”

Though Trump and Netanyahu denied the claim, and Woodruff issued a correction, Axios still cited two unnamed sources who said the call took place. Given Snopes was unable to track down these unknown sources to verify the claim, we have rated this claim ""Unproven.”";Yes;No;No;No
