,id,Website,Article_URL,Headline,Claim_Date,Review_Date,Query/Keyword,Label_Website,Image_URL,Original_Claim_Only,Context/Label_Explanation,Text_Only_Claim,Normal_Image,AI_Generated_Image,Altered_Image
34,34,factly.in,https://factly.in/an-image-of-15-year-old-diaa-al-adini-injured-in-an-august-2024-israeli-strike-is-being-falsely-shared-as-a-hamas-militant/,"Photo of 15-year-old Diaa Al-Adini, injured in an August 2024 Israeli ...",2024-11-10T00:00:00Z,2024-11-11T00:00:00Z,Israel,FALSE,https://scontent-lga3-2.xx.fbcdn.net/v/t39.30808-6/471855997_122177708360057330_6984253352805890968_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=833d8c&_nc_ohc=6YXOeXDi6lEQ7kNvwFphcO2&_nc_oc=AdmQWSP33G_7Uz-_10JCwwYWNIkPZ3QBzoUvxd0l7Ms40eKq_ZuX-c4BmBCIRSTe_OQ&_nc_zt=23&_nc_ht=scontent-lga3-2.xx&_nc_gid=-mO1pXuM22WOfFleZEfd0w&oh=00_AfIOyDm77_GEiZentOXnqY_5nRX9MTQxlHjE6X6wADL7cQ&oe=682922A3,"Photo Mohammad Mahroof, a Hamas militant from Gaza, accused of killing Israeli children in 2023. In 2024, Israel caught and disarmed him and left him alive."," A Google lens search of the viral image led to several reports (here, here, and here) from August 2024 featuring the same boy in the viral image identifying the boy as 15-year-old Palestinian Diaa Al-Adini. He had both arms amputated after being injured in an Israeli strike on 13 August 2024. Following the attack, Adini was transferred from Al-Aqsa Hospital due to an Israeli evacuation order. He then sought refuge at an American field hospital. Many Palestinians, like Adini, were displaced during the ongoing conflict, struggling to find medical care and safety amidst the chaos. Further investigation led us to the Alamy image website, where the same boy’s photo was uploaded (here and here) with the description “Palestinian teenager, Diaa Al-Adini, severely wounded in an Israeli army attack that targeted an apartment in the al-Qastal Towers east of Deir al Balah, Gaza. He lost both his arms. Due to medical shortages in hospitals, doctors are forced to amputate the limbs of many patients to save their lives.” We also found the same image on the Getty Images website, with the description: “Palestinian teen loses both arms in Israeli attack, struggles for survival amid medical crisis in Gaza.” He was identified as teen Diaa Al-Adini here as well, and not as Mohammad Mahroof, a Hamas militant from Gaza. During our search for Hamas militant named Mohammad Mahroof, we found News reports (here and here) that consist of lists of Militants, Hezbollah and Hamas members Israel has killed since 07 October 2023, but none of these lists include a militant by the name Mohammad Mahroof. To sum up, photo of 15-year-old Diaa Al-Adini, injured in an August 2024 Israeli strike is shared with a false claim of him being a Hamas militant.",False,True,False,False
36,36,newsmeter.in,https://newsmeter.in/fact-check/no-yair-netanyahu-was-not-assassinated-in-drone-attack-on-israeli-pms-home-737767,"Fact Check: No, Yair Netanyahu was not assassinated in drone attack on Israeli PM’s home",2024-10-21T12:08:42Z,2024-10-21T12:08:42Z,Israel,False,,"Netanyahu’s son Yair was killed in a drone attack that targeted the Israeli PM’s home in Caesarea, Israel."," NewsMeter found that the claim is false. A keyword search led us to a report by BBC titled, ‘Netanyahu says he is undeterred after reported drone attack on his home’, dated October 20, 2024. According to the report, a drone was used to target the Israeli PM’s private residence in the coastal town of Caesarea on Saturday morning. Neither Netanyahu nor his wife were present, and no injuries were reported. Further, we found another report by the Times of Israel titled: ‘Israel vows Iran will ‘pay’ for Hezbollah attack on Netanyahu home; Tehran distances itself’, dated October 20, 2024. No casualties were reported. According to the report, on Saturday morning, three drones were allegedly deployed from Lebanon in an assault aimed at the prime minister’s private home. Two of them were stopped near Rosh Hanikra and Nahariya, while the third detonated in Caesarea, a coastal town famous for its luxury homes and ancient Roman remains. At the time, the prime minister and his wife were away from the residence. We found similar updates in reports by India TV, Mint and India Today. None of them mentioned any casualties. Further, we checked Yair’s social media handles and analysed his online activity. We found that Yair Netanyahu's account is active on X. His latest activity was seen on October 21 with a repost of an interview of a Hezbollah leader. We also found Yair’s Instagram account. Although his last post was on October 7, he shared his latest status 10 hours ago. We checked Yair’s Facebook account; his last activity was on October 8. Hence, the claim that the Hezbollah drone attack on the Israeli PM’s home in Caesarea killed his son Yair Netanyahu is false.",True,False,False,False
37,37,misbar.com,https://www.misbar.com/en/factcheck/2024/10/15/this-image-shows-tents-engulfed-in-flames-after-an-israeli-airstrike-not-the-aftermath-of-an-iranian-attack-on-israel,"This Image Shows Tents Engulfed in Flames After an Israeli Airstrike, Not the Aftermath of an Iranian Attack on Israel",2024-10-15T13:06:19Z,2024-10-15T13:06:19Z,Israel,misleading,https://assets.misbar.com/styles/large_870x490/public/cef64c9d112640c2b75d45bb87c8fa67b6d23e0c.jpg.webp?itok=GY_ujwdd,BREAKING: The UK has announced sanctions against several Iranian senior military figures and organisations following Iran's multiple rocket attack on Israel on 1 October.," Israeli Airstrikes Spark Deadly Fire at Al-Aqsa Martyrs Hospital. The circulating image depicts tents engulfed in flames at Al-Aqsa Martyrs Hospital on the night of October 14, following an Israeli airstrike that resulted in the deaths of four individuals and injuries to dozens more. The photo was taken by Palestinian journalist Ramadan Abd for Reuters. These scenes were reported by Arab and Western media and captured by journalists and activists in Gaza, who documented the charred bodies of the victims from the Israeli strike that targeted displaced individuals inside their tents. Eyewitnesses stated that medical teams evacuated several injured people while large portions of their clothing were ablaze. They noted that the fire burned for 45 minutes before civil defense teams successfully brought it under control. ",False,True,False,False
38,38,factchecker.gr,https://www.factchecker.gr/2024/10/10/did-israeli-warplanes-deliberately-bomb-the-french-totalenergies-facilities-in-beirut/,Has Israel deliberately targeted French multinational company ...,2024-10-06T00:00:00Z,2024-10-10T00:00:00Z,Israel,DISINFORMATION,https://fesnews.media/wp-content/uploads/2024/10/Capture-decran-2024-10-05-225820-660x330.jpg,Israel has targeted *FRENCH* Multinational Company TotalEnergies gas station in Beirut. This comes after Emmanuel Macron BANNED military aid to Israel.," However, there are no reliable media reports or official sources confirming the bombing of TotalEnergies facilities, and the company has not made any related announcements as of October 9. The only mention comes from Al Jazeera, which cites Lebanon’s National News Agency (NNA) and claims that a gas station was hit, without specifying if it belonged to TotalEnergies. Dahieh is a densely populated area in the southern suburbs of Beirut, northeast of Rafic Hariri International Airport, as shown on the map below: In the same area, there are numerous TotalEnergies gas stations. According to the Liveuamap, there were several Israeli strikes in Dahieh on October 3, 2024: However, none of them appear to have hit a TotalEnergies gas station. We have contacted the TotalEnergies press office via email for further information and will update the article once we receive a response.",False,True,False,False
39,39,logicallyfacts.com,https://www.logicallyfacts.com/en/fact-check/fake-quote-about-israel-attributed-to-actor-mel-gibson,Fake quote about Israel attributed to Mel Gibson,2024-10-07T00:00:00Z,2024-10-09T00:00:00Z,Israel,Fake,https://scontent-cph2-1.xx.fbcdn.net/v/t39.30808-6/394243494_10159183005636402_818757540042937199_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=833d8c&_nc_ohc=0fJewTc0YH4Q7kNvwG3crMH&_nc_oc=AdlMwgql73Bt32XypjTO1ZadiOfq3NGMsTM9C3Ry5w6VanmC5D5d38ClTS2Y4cjWLuM&_nc_zt=23&_nc_ht=scontent-cph2-1.xx&_nc_gid=DX27r81DZxpKpXOTskvCsQ&oh=00_AfInOXy2Pw03EsNeMQyQ9A1BeF5B0COGJswTEeMp3-2MtA&oe=682E8C92,Mel Gibson shared a social media post stating Israel will end soon," Although the purported post's format resembles a Facebook layout, Logically Facts did not locate any active official accounts for Mel Gibson on Facebook, X, or Instagram. Our search for recent reports regarding Gibson’s alleged statement yielded no relevant results. In 2006, Gibson apologized for antisemitic remarks made during his arrest for drunk driving in Los Angeles. Aside from that incident, there have been no recent statements from him concerning Israel amid the ongoing conflict involving Hamas and Iran. We have contacted Gibson’s publicist for a comment and will update the story upon receiving a response. It is noteworthy that this same screenshot went viral in 2023 and was debunked by Reuters and AP News. At that time, Gibson’s representative, Alan Nierob, confirmed, “It is a fake post, as Mr. Gibson does not have any social media platforms.”",False,False,False,True
40,40,checkyourfact.com,https://checkyourfact.com/2024/10/08/fact-check-did-israel-just-have-an-earthquake/,FACT CHECK: Did Israel Just Have An Earthquake?,2024-10-05T00:00:00Z,2024-10-08T17:05:49Z,Israel,False,,A post made on X claims that Israel experienced an earthquake on October 5th.," The claim is false. USGS data shows that no earthquake occurred in Israel on or shortly before October 5th. No credible sources have reported that an earthquake occurred near Tel Aviv around October 5th. The EMSC made a post on X that verifies there is no data that indicates an earthquake occurred in Israel around October 5th. The caption reads, “#Israel 19 min ago⚠ We have no data confirming this crowdsourced detection. 👉 It likely was a false detection. No more info will be displayed in the thread. ” When asked for comment, EMSC told Check Your Fact, “we stress the preliminary and unconfirmed nature of this detection. The second message in the thread confirms that this detection has not been confirmed.” Check Your Fact has also reached out to USGS for comment. Due to the tension between Israel and Iran, many social media users have attributed the false detection to an alleged Iranian nuclear test. No reputable sources have reported that Iran conducted a nuclear test on or close to October 5th. ",True,False,False,False
42,42,misbar.com,https://www.misbar.com/en/factcheck/2024/10/06/netanyahu-did-not-flee-to-poland-amid-irans-attack,Netanyahu Did Not Flee to Poland Amid Iran's Attack,2024-10-06T09:16:13Z,2024-10-06T09:16:13Z,Israel,fake,,Netanyahu lifted off out of Israel abandoning his people to Irans ballistic missiles.," Netanyahu’s Travel Claims Disproved During Iranian Missile Attack. Misbar’s team searched the viral claim and did not find any credible news media reporting on it. On the contrary, the latest travel by Netanyahu that could be found on news outlets was before the assassination of Hezbollah leader Hassan Nasrallah on September 27. The Israeli prime minister traveled to New York to trick Nasrallah into thinking that he was safe, as reported by The Telegraph. Furthermore, Netanyahu published a video on his X account on Wednesday at 12:52 a.m. Israel time, only a few hours after the Iranian missile attack. In the video, the Israeli prime minister was at the Security Cabinet giving a speech on the attack, thanking the U.S. and warning Iran that it made a big mistake, which further confirms that he did not leave Israel for Poland. ",True,False,False,False
45,45,misbar.com,https://www.misbar.com/en/factcheck/2024/09/26/this-photo-of-ramat-david-is-ai-generated,This Photo Of Ramat David Is AI-Generated,2024-09-26T19:43:07Z,2024-09-26T19:43:07Z,Israel,fake,https://pbs.twimg.com/media/GYIcZrTasAAZkyL?format=jpg&name=medium,Despite strict military censorship in Israel A photo of the Ramat David base that was attacked by Hezbollah at dawn today was leaked - unconfirmed. Israel does not acknowledge that anything happened at this air base. This base is the largest Israeli air base in the north and center of the country. ETReport," The image was not shared by any credible media outlet which reported on the strike of Ramat David, which raised suspicion of the authenticity of the image. After analyzing the photo, Misbar’s team found that the image in question is an AI-generated photo. There are several distortions and unclear outlines that could be noted in the photo.",False,False,True,False
47,47,misbar.com,https://www.misbar.com/en/factcheck/2024/09/17/photo-of-israeli-coffins-is-from-a-staged-funeral-representing-hostages-killed-in-gaza,Photo of Israeli Coffins Is From a Staged Funeral Representing ...,2024-09-17T16:00:37Z,2024-09-17T16:00:37Z,Israel,misleading,https://assets.misbar.com/styles/large_870x490/public/660dc61c2caed872fd5f3c379ae0ff5c2dc09fe6.jpg.webp?itok=hFjYg5Vg,"BREAKING: 22 dead and 74 injured among Israels Unit 8200 in Hezbollahs 25 August retaliation, European security sources tell Al-Mayadeen. Iron dome failed by Hezbollah missiles."," Israeli Protesters Carry Coffins During Protest in Tel Aviv. Contrary to the viral claim circulating on social media, the photo does not depict real coffins of Israeli soldiers amid the ongoing military campaigns. Similar images, showing the same location and individuals, were posted by The Jerusalem Post on X, identifying the scene as a protest at Habima Square in Tel Aviv. Misbar’s investigative team conducted a thorough comparison of the circulating image with the one shared by Israeli media and confirmed several similarities, including protesters wearing yellow, holding photos of Israeli hostages, the Israeli flag, objects on the building roof, and the presence of 27 coffins, arranged in three rows of nine. Sky News also shared a video showing Israeli protesters carrying coffins, reporting that the coffins represent hostages killed in Gaza. The outlet noted that widespread protests erupted across Israel following the recovery of six hostages' bodies from Gaza. Moreover, The Times of Israel shared a similar photo of the circulating photo showing the same location and number of coffins during the protest in Habima Square, Tel Aviv. ",False,True,False,False
49,49,usatoday.com,https://www.usatoday.com/story/news/factcheck/2024/09/13/us-israel-other-countries-with-911-memorials-fact-check/75209435007/,More than a dozen countries have 9/11 memorials | Fact check,2024-09-11T00:00:00Z,2024-09-13T21:28:48Z,Israel,False,https://pbs.twimg.com/media/GXOYY0SX0AAVfZO?format=jpg&name=medium,Israel is the only country outside the US with a 9/11 memorial," Numerous other countries, including Italy, England, Ireland and Australia, have 9/11 memorials. Israel is far from the only country outside of the U.S. with a memorial commemorating the terrorist attacks on Sept. 11, 2001, that killed 2,977 people. More than a dozen other nations have such sites, according to the Voices Center for Resilience and Memorial Mapping. Those nations include Italy, England, Ireland and Australia. ",False,True,False,False
51,51,thequint.com,https://www.thequint.com/news/webqoof/old-image-from-kochi-shared-as-massive-protest-against-israel-fact-check,"Fact-Check: Does This Image Show A Massive Protest Against Israel in Kerala? No, Claim is False!",2024-09-05T07:17:02Z,2024-09-05T07:17:02Z,Israel,False,https://pbs.twimg.com/media/DHa7KHBXgAAZnzH?format=jpg&name=medium,"Image shows a huge protest against Israel in Kochi, Kerala."," We ran a Google reverse image search on the image and came across a post on Leone's official X (formerly Twitter) handle featuring the same image as the viral claim. The actor uploaded it on 17 August 2017. Leone captioned the image, ""My car in literally a sea of love in Kochi Kerala!! Thanks #fone4"". According to reports, the crowd gathered to catch a glimpse of the actor who was in Kochi for the launch of the 'FONE4 store.' Several news reports by the News Minute, India Today and the Times of India from 2017 also featured the image in their reports.",False,True,False,False
52,52,misbar.com,https://www.misbar.com/en/factcheck/2024/08/26/this-image-does-not-show-bezalel-smotrich-taking-shelter-following-the-recent-hezbollah-attack,This Image Does Not Show Bezalel Smotrich Taking Shelter Following the Recent Hezbollah Attack,2024-08-26T08:18:31Z,2024-08-26T08:18:31Z,Israel,misleading,https://pbs.twimg.com/media/GV3sQjGaEAAxnhy?format=jpg&name=large,"Israeli Finance Minister Smotrich, who previously threatened to invade Lebanon, was found today taking shelter in Israeli bomb shelter."," Israeli Government Officials Took Shelter in Bunkers on October 7. Media outlets published the image on October 7, 2023, claiming it showed Israeli government ministers rushing to shelters after sirens sounded in Tel Aviv amid escalating exchanges of fire between Palestinian resistance groups and the Israeli military. This followed the launch of Operation Al-Aqsa Flood by Palestinian resistance factions on the same day.",False,True,False,False
53,53,misbar.com,https://www.misbar.com/en/factcheck/2024/09/19/photo-of-barcelona-president-with-israeli-representatives-predates-gaza-war,Photo of Barcelona President with Israeli Representatives Predates ...,2024-09-19T11:08:13Z,2024-09-19T11:08:13Z,Israel,misleading,https://pbs.twimg.com/media/FpHcIuMWAAICbmv?format=jpg&name=medium,FC Barcelona stands with Jewish terrorists and murder of civilians.," Outdated Photo of Barcelona President with Israel Embassy Representatives. Contrary to the claim circulating on social media, the photo is not recent. Misbar's investigative team traced the original image back to February 16, 2023, following FC Barcelona's announcement to sever ties with Israel. The original photo was posted by i24 News on X that same day, with the caption, “Barcelona football club invites Israeli embassy staff in Spain to match against Manchester United, in show of solidarity after Barcelona mayor's decision to cut ties with Tel Aviv over 'Israeli apartheid'” ",False,True,False,False
54,54,logicallyfacts.com,https://www.logicallyfacts.com/en/fact-check/false-no-this-photo-of-netanyahu-s-home-was-not-taken-by-a-hezbollah-drone,"No, this photo of Netanyahu's home was not taken by a Hezbollah drone",2024-08-18T00:00:00Z,2024-08-21T00:00:00Z,Israel,False,https://static-cdn.toi-media.com/www/uploads/2019/11/imgid15736_A-640x400.jpeg,Social media users sharing a photo of Israeli PM Benjamin Netanyahu's house claiming that the photo was taken by Hezbollah," On conducting a reverse image search, we found that several Israeli news outlets had published similar images in reports from 2024. A news report by The Times of Israel published on January 30, 2024, headlined, ""State approves repairs to pool in Netanyahu's Caesarea home – report,"" carried the same photo of the property. The image captioned, ""Prime Minister Benjamin Netanyahu's private residence in Caesarea,"" was credited to Israeli public broadcaster KAN. The Times of Israel also used the photo for another article on Netanyahu's house published on July 19, 2024. Another report by Radio J, a French radio station that broadcasts information from the Jewish community, carried the same image in an article published on January 30, 2024, crediting the photo to KAN. Further, upon relevant Google searches in Hebrew, we found a video uploaded by KAN (archived here) on its YouTube channel on July 1, 2019, with the same visuals at the 0:07 timestamp. The video was originally titled in Hebrew and, when translated using Google, reads, ""The villa in Caesarea: The Netanyahu family insists that the state finance the sealing works."" ",False,True,False,False
55,55,leadstories.com,https://leadstories.com/hoax-alert/2024/08/fact-check-fake-photo-shows-five-dancing-israelis-on-september-11-2001-world-trade-center-attacks.html,"Fact Check: FAKE Photo Shows 'Five Dancing Israelis' On September 11, 2001, World Trade Center Attacks",2024-08-21T21:13:00Z,2024-08-21T21:13:00Z,Israel,AI Generated,https://pbs.twimg.com/media/GU-Xl3vWQAAH-RN?format=jpg&name=medium,Photo Shows Five Dancing Israelis On The Day Of The September 11 2001 US Attacks," A Google Lens reverse image search (archived here) revealed an August 15, 2024, X post (archived here) from the verified account of BBC Verify journalist Shayan Sardarizadeh. He reposted the fake photo and wrote: Never forget. Al-Qaeda was responsible for 9/11, and this is an AI-generated image. An additional search on the X platform for the image in the post revealed this August 14, 2024, X post (archived here) where X verified social media user @CensoredMen said in the caption above the image: Grok AI generates pretty accurate images. ",False,False,True,False
57,57,newsmobile.in,https://www.newsmobile.in/nm-fact-checker/fact-check-image-of-aircraft-carrier-falsely-claim-to-show-us-support-for-israel-in-red-sea/,Fact Check: Image of Aircraft Carrier Falsely Claim To Show US’ Support For Israel In Red Sea,2024-08-06T00:00:00Z,2024-08-12T00:00:00Z,Israel,Misleading,"https://mapi.associatedpress.com/v2/items/aec826b873264281be793d9693377d89/preview/AP24174042544088.jpg?tag=app_id=1,user_id=undefined,org_id=undefined",U.S. aircraft carrier in the Red Sea to support Israel amidst tensions with Hezbollah," NewsMobile fact-checked the above claim, and found it to be MISLEADING. Doing a Reverse Image Search, the NM team spotted the image, published by the Associated Press on June 22, 2024, with a credit to Song Kyung-Seok. It depicts the nuclear-powered aircraft carrier Theodore Roosevelt (CVN 71) anchored in Busan, South Korea, on that date. The AP News report, which also included another image of the carrier from a different aerial perspective, stated that on June 22, 2024, the nuclear-powered US aircraft carrier Theodore Roosevelt (CVN 71) arrived in South Korea. This was part of a trilateral exercise involving the United States, South Korea, and Japan. The purpose of the exercise was to enhance regional stability and deter aggression in the Indo-Pacific region. CNN also covered this exercise on the same date. Thus, it is confirmed that the viral image does not depict a US aircraft carrier in the Red Sea supporting Israel, but rather a routine military exercise in South Korea.",False,True,False,False
58,58,misbar.com,https://www.misbar.com/en/factcheck/2024/08/08/israeli-channel-12-news-did-not-conduct-a-poll-on-allowing-soldiers-to-rape-prisoners,Israeli Channel 12 News Did Not Conduct a Poll on Allowing Soldiers to Rape Prisoners,2024-08-08T13:08:31Z,2024-08-08T13:08:31Z,Israel,fake,https://pbs.twimg.com/media/GUaKWTfWwAAGtPs?format=jpg&name=medium,Israel's Channel 12 asked a question in an Israeli public opinion poll: Do you agree with the claim that a soldier is allowed to rape a prisoner with his hands tied?," A Doctored Screenshot of Channel 12 News’ 2022 Poll. Contrary to social media users’ viral circulation of the image, the screenshot was photoshopped, altering the original captioning of the poll behind the Israeli channel’s presenter. The poll, originally conducted by Channel 12 in May 2022, asked whether respondents agreed with the claim that the government's support leans on terror supporters. The original video showing Channel 12's presenter announcing the poll results was uploaded to YouTube on May 28, 2022. The translated caption of the Hebrew question from the Channel 12 poll reads, ""Do you agree with the claim that the government relies on supporters of terrorism?"" Despite this, the image has been misrepresented on social media, with a false caption suggesting the poll asked if Israeli soldiers should be allowed to rape a prisoner.",False,False,False,True
60,60,logicallyfacts.com,https://www.logicallyfacts.com/en/fact-check/false-unrelated-image-shared-as-u-s-warships-heading-to-lebanon-to-support-idf,Unrelated image shared as U.S. warships heading to Lebanon to 'support IDF',2024-08-02T00:00:00Z,2024-08-07T00:00:00Z,Israel,False,https://pbs.twimg.com/media/GPt7m0BXgAAc3oZ?format=jpg&name=4096x4096,U.S. warships are en route to the Lebanon coast to support Israel Defense Forces (IDF)," A reverse image search led us to a report dated June 24, 2024, published on the official website of the U.S. Navy, titled ""BALTOPS 24 Concludes In Kiel, Germany.” The report also included the now-viral image. The report stated that 20 NATO allies participated in the 53rd iteration of the Baltic Operations 2024 (BALTOPS) held in Kiel, Germany, on June 20, 2024. The report explains that allies gathered at the port in Kiel to reflect on the 21-day BALTOPS exercise that involved 50 ships, 85 aircraft, and nearly 9,000 personnel. The BALTOPS exercise started on June 8, 2024, in Lithuania and involved exercises by warships of NATO countries in the Baltic Sea. The same image was used in a report on the website of the Defense Visual Information Distribution Service (DVIDS), a project of the U.S. Department of Defense (DoD). The photo, dated July 6, 2024, with the description “Ships participating in exercise Baltic Operations 2024 (BALTOPS 24) steam in formation through the Baltic Sea, June 8, 2024,” was credited to Mario Coto, a U.S. Navy employee. NATO also posted this image on their official X (formerly Twitter) account (archived here) on June 10, 2024, with the caption, “19 Allies, 50+ ships, 85+ aircraft, 9,000 personnel are training together during the annual maritime exercise #BALTOPS24, where Allies will demonstrate NATO’s ability to preserve freedom of navigation and security in the Baltic Sea."" ",False,True,False,False
61,61,misbar.com,https://www.misbar.com/en/factcheck/2024/08/06/hezbollah-did-not-capture-an-image-of-netanyahu-inside-his-office,Hezbollah Did Not Capture an Image of Netanyahu Inside His Office,2024-08-06T08:40:14Z,2024-08-06T08:40:14Z,Israel,fake,https://assets.misbar.com/styles/large_870x490/public/2da39e80efb62f45cbfcbd3ed09b99e64fe67638.jpg.webp?itok=aghNqEk-,Lebanese Hezbollah captures and publishes a photo of the Israeli Prime Minister inside his office with a message: Do not test our capabilities. We intend to keep you in a state of anxiety!," Benjamin Netanyahu With His Father in Jerusalem in 2009. Misbar's team identified the image as from February 8, 2009, showing Benjamin Netanyahu, then the leader of the right-wing Likud party, in conversation with his father, Ben Zion Netanyahu, at his father's home. The photo was taken shortly before the Israeli elections in which Benjamin Netanyahu was a candidate for prime minister. The government, led by Netanyahu, head of the right-wing Likud party, was sworn in with a diverse coalition that included members from the left, ultra-Orthodox factions, and the secular extreme right. ",False,True,False,False
63,63,logicallyfacts.com,https://www.logicallyfacts.com/en/fact-check/fake-viral-image-of-iranian-brigadier-general-esmail-qaani-in-a-burqa-is-edited,Viral image of Iranian Brigadier General Esmail Qaani in a burqa is edited,2024-08-03T00:00:00Z,2024-08-05T00:00:00Z,Israel,Fake,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fpbs.twimg.com%2Fmedia%2FGZR18gaX0AA8C80.jpg&f=1&nofb=1&ipt=f63f6835501b150c765dcbd2d72dcd0348a0582b2fd894d7e2f29b1c19c36881,"Esmail Qaani, the commander of the Iranian Revolutionary Guards, disguised in women’s clothing in fear of Israeli bombing."," We found the original image shared by Tasnim News (archived here) on February 11, 2024, through a reverse image search. The image caption reads, ""The presence of Haj Esmail Qaani in the #March_22_of_Bahman (Translated from Persian)."" The image shows Qaani wearing a black cap and black eyeglasses, not a burqa. The people around him match those in the viral photo. The Islamic Republic News Agency also published the original image in a news report dated February 11, 2024. The image was captioned, ""Sardar Qaani, commander of the Quds Force, attended the march on 22 Bahman. (translated by Persian)."" The report adds that Iranians participated in the march on 22 Bahman, held in Tehran and other cities on February 11, 2024. (22 Bahman refers to the 22 days of the Bahman month (Eleventh month), according to the Persian calendar, which refers to February 11 in the Georgian calendar.) The annual march commemorates Iran's Islamic revolution in 1979, when the monarchy was overthrown and the Islamic Republic was established.",False,False,False,True
64,64,misbar.com,https://www.misbar.com/en/factcheck/2024/08/04/no-evidence-israel-tracked-ismail-haniyeh-via-whatsapp-spyware-to-drone-strike-him,No Evidence Israel Tracked Ismail Haniyeh via WhatsApp Spyware to Drone Strike Him,2024-08-04T11:44:45Z,2024-08-04T11:44:45Z,Israel,fake,,Israeli intelligence tracked Hamas leader Ismail Haniyeh through WhatsApp.," WhatsApp Is Banned in Iran. Contrary to social media users’ spreading conspiracy theory regarding the assassination of Hamas’s Ismail Haniyeh, Meta’s WhatsApp has not been working in Iran since 2022. As protests spread over the death of 22-year-old Mahsa Amini in police custody in Iran, access to Instagram and WhatsApp has been blocked in September 2022. According to data from NetBlocks, authorities have responded with a series of internet restrictions, targeting all users registered with an Iranian (+98) phone number across all major network operators. ",True,False,False,False
65,65,newsmobile.in,https://www.newsmobile.in/nm-fact-checker/fact-check-edited-picture-of-israeli-contingent-from-2024-olympics-opening-ceremony-shared/,Fact Check: Edited Picture Of Israeli Contingent From 2024 Olympics Opening Ceremony Shared,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,Israel,Edited Picture,https://www.newsmobile.in/wp-content/uploads/Screenshot-2024-08-02-135407.png,Picture of Israeli team during 2024 Paris Olympics opening ceremony with 'Team Genocide' Banner," NewsMobile fact-checked the above picture, and found it to be morphed. Running the picture through Google Lens, the NM team discovered the original image on a Facebook post, dated July 27, 2024, where the blue banner reads ‘Israel’. On digging further, we found the same image used in several reports about the opening ceremony of the 2024 Olympics in Paris. These reports can be seen here, here and here. In these reports, the picture was attributed to the Associated Press. Scanning the official website of the Associated Press, we found the original picture taken during the opening ceremony of the 2024 Paris Olympics on July 26, 2024. The caption reads: “Israel’s Andrea Murez and Peter Paltchik carry their country’s flag in Paris, France, during the opening ceremony of the 2024 Summer Olympics on July 26, 2024.” In the comparison above, it is confirmed that the banner originally reading ‘Israel’ has been digitally manipulated and changed to ‘Team Genocide’ by using the photo-editing software. Thus, it is confirmed that the image of the Israeli team during the 2024 Paris Olympics opening ceremony has been photoshopped. ",False,False,False,True
66,66,usatoday.com,https://www.usatoday.com/story/news/factcheck/2024/07/30/algerian-disqualified-from-olympic-match-israel-fact-check/74589378007/,"Algerian disqualified from Olympic match, didn't withdraw | Fact check",2024-07-28T00:00:00Z,2024-07-30T16:25:24Z,Israel,False,,Algerian athlete withdrew from Olympics before match against Israeli opponent, The International Judo Foundation said the athlete was disqualified because he failed his weigh-in. He didn't withdraw from the match.,True,False,False,False
67,67,misbar.com,https://www.misbar.com/en/factcheck/2024/07/24/old-photo-of-gaza-rocket-strike-on-israel-resurfaces-amid-yemen-israel-escalation,Old Photo of Gaza Rocket Strike on Israel Resurfaces Amid Yemen-Israel Escalation,2024-07-24T18:36:30Z,2024-07-24T18:36:30Z,Israel,misleading,https://assets.misbar.com/styles/large_870x490/public/071098cd4a84b4ec9cbdc82b01279566b81dc4c1.jpg.webp?itok=ZgEl-_E3,"A photo shows the aftermath of a Houthi attack on Tel Aviv, Israel.","Outdated Photo Shows Aftermath of Gaza Rockets on Israel. Contrary to social media users’ claim, the photo is not related to recent Yemen-Israel reciprocal attacks. The photo was uploaded to the Times of Israel in October 2023. According to the photo's caption, it depicts a rocket fired from Gaza hitting Ashkelon in southern Israel on October 7, 2023. Photographer Edi Israel took the photo on October 7, 2023, for Flash90. The same photo was also published in a released article in the Australian Jewish News on October 12. The photo’s provided caption indicates that the photo was shot in Ashkelon, not Tel Aviv, on October 7, 2023.",False,True,False,False
68,68,misbar.com,https://www.misbar.com/en/factcheck/2024/07/23/this-image-of-a-child-under-the-rubble-is-not-from-gaza,This Image of a Child Under the Rubble Is Not from Gaza,2024-07-23T16:26:57Z,2024-07-23T16:26:57Z,Israel,misleading,https://akm-img-a-in.tosshub.com/indiatoday/styles/medium_crop_simple/public/2023-02/ts_earth_2.jpg?VersionId=lIxEoqLi.xECItrR_HUPkDOoN5qeYZvJ&size=750:*,PALESTINIAN CHILD STUCK UNDER THE RUBBLE AFTER ISRAELI AIRSTRIKE," This Photo Was Taken After the 2023 Syria Earthquake. Misbar's team found that the image dates back to February 2023, from the earthquake that struck Syria the previous year. This image was featured in India Today, news website, on February 9, 2023, in the article titled 'Turkey-Syria Quake: Pictures Tell the Tale of Death and Destruction.' As described alongside the image, Mousa Zidane, a photographer and rescue worker with the White Helmets in Syria, saved the life of a young girl after enduring 50 hours of continuous digging.",False,True,False,False
